sample_file_name	sample_name
1328337.4.RefSeq.faa	Hafnia alvei BIDMC 31
1418235.3.RefSeq.faa	Pseudomonas aeruginosa BWH049
1418236.3.RefSeq.faa	Pseudomonas aeruginosa BWH050
1418237.3.RefSeq.faa	Pseudomonas aeruginosa BWH051
1328333.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Muenchen str. 2009K-0951
1328332.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Stanley str. 06-0538
1328331.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Poona str. 2010K-2244
1328358.3.RefSeq.faa	Brucella abortus B10-0018
1281065.3.RefSeq.faa	Escherichia coli HVH 132 (4-6876862)
1281064.3.RefSeq.faa	Escherichia coli HVH 130 (4-7036876)
1281067.3.RefSeq.faa	Escherichia coli HVH 134 (4-6073441)
1281066.3.RefSeq.faa	Escherichia coli HVH 133 (4-4466519)
1281061.3.RefSeq.faa	Escherichia coli HVH 126 (4-6034225)
1281060.3.RefSeq.faa	Escherichia coli HVH 125 (4-2634716)
1281063.3.RefSeq.faa	Escherichia coli HVH 128 (4-7030436)
1281062.3.RefSeq.faa	Escherichia coli HVH 127 (4-7303629)
1121109.3.RefSeq.faa	Bifidobacterium minimum DSM 20102
1121108.3.RefSeq.faa	Bifidobacterium magnum DSM 20222
1412679.3.RefSeq.faa	Staphylococcus aureus M70099
1281069.3.RefSeq.faa	Escherichia coli HVH 136 (4-5970458)
1281068.3.RefSeq.faa	Escherichia coli HVH 135 (4-4449320)
1318615.3.RefSeq.faa	Streptococcus agalactiae ILRI112
904789.3.RefSeq.faa	Staphylococcus epidermidis IS-250
888746.3.RefSeq.faa	Streptococcus peroris ATCC 700780
1328355.3.RefSeq.faa	Brucella abortus 01-0648
1481914.3.RefSeq.faa	Vibrio sp. JCM 19231 JCM19231
1412622.3.RefSeq.faa	Staphylococcus aureus F13027
1328426.3.RefSeq.faa	Klebsiella pneumoniae BIDMC 40
1273540.3.RefSeq.faa	Listeria monocytogenes FSL F6-684
1220574.3.RefSeq.faa	Gordonia amicalis NBRC 100051 = JCM 11271
1328357.3.RefSeq.faa	Brucella abortus 01-0065
1410928.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001690
1182663.3.RefSeq.faa	Escherichia coli KTE56
1328356.3.RefSeq.faa	Brucella abortus 01-0585
931449.3.RefSeq.faa	Staphylococcus aureus subsp. aureus CIG1770
931448.3.RefSeq.faa	Staphylococcus aureus subsp. aureus CIG1612
1182662.3.RefSeq.faa	Escherichia coli KTE55
1410920.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001590
1328423.3.RefSeq.faa	Klebsiella pneumoniae BIDMC 34
1410922.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001670
1410923.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001671
1410924.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001673
1182661.3.RefSeq.faa	Escherichia coli KTE54
1410926.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001680
1412897.3.RefSeq.faa	Campylobacter coli K7
1053208.3.RefSeq.faa	Bacillus cereus HuB13-1
1053209.3.RefSeq.faa	Bacillus cereus HuB2-9
1182660.3.RefSeq.faa	Escherichia coli KTE53
1328421.3.RefSeq.faa	Klebsiella pneumoniae BIDMC 32
1053200.3.RefSeq.faa	Bacillus cereus HD73
1182667.3.RefSeq.faa	Escherichia coli KTE60
1053202.3.RefSeq.faa	Bacillus cereus HuA2-3
1328352.3.RefSeq.faa	Brucella abortus 90-0737
1053204.3.RefSeq.faa	Bacillus cereus HuA2-9
1053205.3.RefSeq.faa	Bacillus cereus HuA3-9
1053206.3.RefSeq.faa	Bacillus cereus HuA4-10
1182666.3.RefSeq.faa	Escherichia coli KTE59
1388705.3.RefSeq.faa	Staphylococcus aureus M0939
1182728.3.RefSeq.faa	Escherichia coli KTE154
1182729.3.RefSeq.faa	Escherichia coli KTE155
1293910.3.RefSeq.faa	Bartonella bacilliformis CUSCO5
1105268.3.RefSeq.faa	Streptococcus agalactiae CCUG 47293
1105269.3.RefSeq.faa	Streptococcus agalactiae CCUG 49072
1105266.3.RefSeq.faa	Streptococcus agalactiae CCUG 44186
1182723.3.RefSeq.faa	Escherichia coli KTE143
1182720.3.RefSeq.faa	Escherichia coli KTE140
1182721.3.RefSeq.faa	Escherichia coli KTE141
1182726.3.RefSeq.faa	Escherichia coli KTE147
1105263.3.RefSeq.faa	Streptococcus agalactiae CCUG 44104
1182724.3.RefSeq.faa	Escherichia coli KTE144
1182725.3.RefSeq.faa	Escherichia coli KTE146
1126908.3.RefSeq.faa	Escherichia coli C58_11
1126909.3.RefSeq.faa	Escherichia coli C586_05
903929.3.RefSeq.faa	Acinetobacter baumannii OIFC087
903928.3.RefSeq.faa	Acinetobacter baumannii OIFC021
1154949.3.RefSeq.faa	Streptococcus agalactiae GB00919
1154948.3.RefSeq.faa	Streptococcus agalactiae GB00914
990288.8.RefSeq.faa	Acidithiobacillus caldus SM-1
1126900.3.RefSeq.faa	Escherichia coli C40_11
903922.3.RefSeq.faa	Acinetobacter baumannii Naval-2
903921.3.RefSeq.faa	Acinetobacter baumannii Naval-82
903920.3.RefSeq.faa	Acinetobacter baumannii Naval-113
903927.3.RefSeq.faa	Acinetobacter baumannii Naval-57
903926.3.RefSeq.faa	Acinetobacter baumannii OIFC035
903925.3.RefSeq.faa	Acinetobacter baumannii WC-A-694
903924.3.RefSeq.faa	Acinetobacter baumannii Canada BC1
1158501.3.RefSeq.faa	Staphylococcus aureus M1533
1158500.3.RefSeq.faa	Staphylococcus aureus M1531
1158503.3.RefSeq.faa	Staphylococcus aureus M1556
1158502.3.RefSeq.faa	Staphylococcus aureus M1544
1158505.3.RefSeq.faa	Staphylococcus aureus M1565
1158504.3.RefSeq.faa	Staphylococcus aureus M1563
1158507.3.RefSeq.faa	Staphylococcus aureus M0006
1158506.3.RefSeq.faa	Staphylococcus aureus M1578
1158509.3.RefSeq.faa	Staphylococcus aureus M0077
1158508.3.RefSeq.faa	Staphylococcus aureus M0055
888743.3.RefSeq.faa	Prevotella multiformis DSM 16608
999141.5.RefSeq.faa	Halomonas sp. TD01
1120960.3.RefSeq.faa	Agromyces subbeticus DSM 16689
1216007.3.RefSeq.faa	Pseudoalteromonas ruthenica CP76
649764.3.RefSeq.faa	Slackia exigua ATCC 700122
1121107.3.RefSeq.faa	Bifidobacterium choerinum DSM 20434
1403921.3.RefSeq.faa	Staphylococcus aureus M1548
1274399.3.RefSeq.faa	Enterobacter sp. Bisph1
1120921.3.RefSeq.faa	Acidaminococcus intestini DSM 21505
857291.3.RefSeq.faa	Prevotella histicola F0411
1074082.3.RefSeq.faa	Streptococcus sobrinus TCI-374
1145143.3.RefSeq.faa	Neisseria meningitidis NM606
1145142.3.RefSeq.faa	Neisseria meningitidis NM604
1145141.3.RefSeq.faa	Neisseria meningitidis 2002007
39770.3.RefSeq.faa	Methylobacter whittenburyi
1145147.3.RefSeq.faa	Neisseria meningitidis NM32
1145146.3.RefSeq.faa	Neisseria meningitidis NM23
1145145.3.RefSeq.faa	Neisseria meningitidis NM133
1145144.3.RefSeq.faa	Neisseria meningitidis NM607
1411523.3.RefSeq.faa	Staphylococcus aureus H24662
1411522.3.RefSeq.faa	Staphylococcus aureus H24637
1145149.3.RefSeq.faa	Neisseria meningitidis NM36
1145148.3.RefSeq.faa	Neisseria meningitidis NM35
314608.4.RefSeq.faa	Shewanella benthica KT99
1411526.3.RefSeq.faa	Staphylococcus aureus H27872
1411525.3.RefSeq.faa	Staphylococcus aureus H27862
1411524.3.RefSeq.faa	Staphylococcus aureus H27858
391597.3.RefSeq.faa	Limnobacter sp. MED105
1403922.3.RefSeq.faa	Staphylococcus aureus M1549
1213182.3.RefSeq.faa	Bacillus anthracis str. BF1
290397.18.RefSeq.faa	Anaeromyxobacter dehalogenans 2CP-C
1212584.3.RefSeq.faa	Shigella sonnei 09-4962
1412629.3.RefSeq.faa	Staphylococcus aureus F23353
1212582.3.RefSeq.faa	Shigella sonnei 09-1032
1291361.3.RefSeq.faa	Leptospira interrogans serovar Naam str. Naam
1212580.4.RefSeq.faa	Shigella sonnei 08-7761
1212581.3.RefSeq.faa	Shigella sonnei 08-7765
1291360.3.RefSeq.faa	Leptospira interrogans serovar Pomona str. 2006006968
561307.5.RefSeq.faa	Staphylococcus aureus subsp. aureus RN4220
1182188.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000958
1182189.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000959
1182186.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000755
1182187.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000957
1182184.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000955
1182185.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000956
1182182.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000953
1182183.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000954
1182180.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000951
1182181.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000952
1388215.3.RefSeq.faa	Staphylococcus aureus M0323
676032.3.RefSeq.faa	Francisella cf. novicida 3523
1402631.3.RefSeq.faa	Staphylococcus aureus M1114
1261130.3.RefSeq.faa	Wohlfahrtiimonas chitiniclastica SH04
1412628.3.RefSeq.faa	Staphylococcus aureus F23347
1402630.3.RefSeq.faa	Staphylococcus aureus M1113
1237500.3.RefSeq.faa	Nocardiopsis ganjiahuensis DSM 45031
545776.3.RefSeq.faa	Treponema paraluiscuniculi Cuniculi A
1439115.3.RefSeq.faa	Streptococcus pyogenes ABC020039391
1213458.3.RefSeq.faa	Streptococcus pyogenes BJCYGAS15
1213457.3.RefSeq.faa	Helicobacter pylori HLJHP193
1168588.3.RefSeq.faa	Acinetobacter baumannii Ab11111
1388663.3.RefSeq.faa	Staphylococcus aureus M0889
585891.3.RefSeq.faa	Staphylococcus aureus subsp. aureus Mu50-omega
1402638.3.RefSeq.faa	Staphylococcus aureus M1123
1256908.3.RefSeq.faa	Eubacterium ramulus ATCC 29099
1265302.3.RefSeq.faa	Staphylococcus aureus subsp. aureus PB32
411485.10.RefSeq.faa	Faecalibacterium prausnitzii M21/2
1402639.3.RefSeq.faa	Staphylococcus aureus M1124
1310938.3.RefSeq.faa	Acinetobacter baumannii 25935_4
1310939.3.RefSeq.faa	Acinetobacter baumannii 25935_5
1310936.3.RefSeq.faa	Acinetobacter baumannii 25935_2
662946.3.RefSeq.faa	Mycoplasma genitalium M6282
1310934.3.RefSeq.faa	Acinetobacter baumannii 25691_10
1310935.4.RefSeq.faa	Acinetobacter baumannii 25935_1
1310932.3.RefSeq.faa	Acinetobacter baumannii 25691_8
1310933.3.RefSeq.faa	Acinetobacter baumannii 25691_9
1310930.3.RefSeq.faa	Acinetobacter baumannii 25691_6
1310931.3.RefSeq.faa	Acinetobacter baumannii 25691_7
50718.3.RefSeq.faa	Vibrio mytili CAIM 528
1151359.4.RefSeq.faa	Clostridium difficile DA00305
1151358.4.RefSeq.faa	Clostridium difficile DA00275
883096.3.RefSeq.faa	Bergeyella zoohelcum ATCC 43767
1427518.3.RefSeq.faa	Xenorhabdus szentirmaii DSM 16338
1427517.3.RefSeq.faa	Xenorhabdus cabanillasii JM26
1151352.4.RefSeq.faa	Clostridium difficile DA00244
1403926.3.RefSeq.faa	Staphylococcus aureus M1553
1151350.4.RefSeq.faa	Clostridium difficile DA00232
1151357.4.RefSeq.faa	Clostridium difficile DA00273
1151356.4.RefSeq.faa	Clostridium difficile DA00261
1151355.3.RefSeq.faa	Clostridium difficile DA00256
1151354.4.RefSeq.faa	Clostridium difficile DA00246
1311089.3.RefSeq.faa	Acinetobacter baumannii 45075_2
1311088.3.RefSeq.faa	Acinetobacter baumannii 45075_1
1246444.3.RefSeq.faa	Nocardiopsis halotolerans DSM 44410
1311081.3.RefSeq.faa	Acinetobacter baumannii 44298_4
1311080.3.RefSeq.faa	Acinetobacter baumannii 44298_3
1311083.3.RefSeq.faa	Acinetobacter baumannii 44298_6
1311082.3.RefSeq.faa	Acinetobacter baumannii 44298_5
1311085.3.RefSeq.faa	Acinetobacter baumannii 44298_8
1311084.3.RefSeq.faa	Acinetobacter baumannii 44298_7
1311087.3.RefSeq.faa	Acinetobacter baumannii 44298_10
1311086.3.RefSeq.faa	Acinetobacter baumannii 44298_9
1244085.3.RefSeq.faa	Klebsiella pneumoniae CG43
1244086.3.RefSeq.faa	Francisella tularensis subsp. holarctica BD11-00177
1388394.3.RefSeq.faa	Staphylococcus aureus M0595
1388393.3.RefSeq.faa	Staphylococcus aureus M0593
1388392.3.RefSeq.faa	Staphylococcus aureus M0592
1388391.3.RefSeq.faa	Staphylococcus aureus M0591
1244083.3.RefSeq.faa	Campylobacter showae CSUNSWCD
1330047.3.RefSeq.faa	Acinetobacter junii MTCC 11364
1412643.3.RefSeq.faa	Staphylococcus aureus F81381
1244089.3.RefSeq.faa	Streptococcus agalactiae SGBS002
417398.15.RefSeq.faa	Vibrio cholerae MZO-2
417399.11.RefSeq.faa	Vibrio cholerae NCTC 8457
1340854.3.RefSeq.faa	Enterobacter cloacae str. Hanford
1151231.3.RefSeq.faa	Escherichia coli B93
1151232.3.RefSeq.faa	Escherichia coli B94
1151233.3.RefSeq.faa	Escherichia coli B95
1151234.3.RefSeq.faa	Escherichia coli B103
1340851.3.RefSeq.faa	Pseudomonas aeruginosa RP73
1151236.3.RefSeq.faa	Escherichia coli B90
1151237.3.RefSeq.faa	Escherichia coli B15
1151238.3.RefSeq.faa	Escherichia coli B17
1151239.3.RefSeq.faa	Escherichia coli B83
1385518.3.RefSeq.faa	Knoellia flava TL1
1385519.3.RefSeq.faa	Knoellia aerolata DSM 18566
1388660.3.RefSeq.faa	Staphylococcus aureus M0886
1417032.3.RefSeq.faa	Staphylococcus aureus F60349
555779.3.RefSeq.faa	Desulfonatronospira thiodismutans ASO3-1
634176.4.RefSeq.faa	Aggregatibacter aphrophilus NJ8700
1410791.3.RefSeq.faa	Staphylococcus aureus H18809
1321941.5.RefSeq.faa	Helicobacter pylori UM298
1321940.5.RefSeq.faa	Helicobacter pylori UM066
717231.3.RefSeq.faa	Flexistipes sinusarabici DSM 4947
1412642.3.RefSeq.faa	Staphylococcus aureus F77974
413999.7.RefSeq.faa	Clostridium botulinum A str. ATCC 3502
913081.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Rubislaw str. A4-653
913080.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Mississippi str. A4-633
913083.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Uganda str. R8-3404
913082.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Senftenberg str. A4-543
1001736.3.RefSeq.faa	Mycobacterium abscessus 6G-0728-S
913084.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Urbana str. R8-2977
913087.3.RefSeq.faa	Escherichia coli TW14425
913086.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Wandsworth str. A4-580
913089.3.RefSeq.faa	Escherichia coli TW10828
913088.3.RefSeq.faa	Escherichia coli TW11681
1388667.3.RefSeq.faa	Staphylococcus aureus M0894
1453991.3.RefSeq.faa	Pseudomonas aeruginosa BK1
1388021.3.RefSeq.faa	Staphylococcus aureus M0050
1388020.3.RefSeq.faa	Staphylococcus aureus M0049
1388023.3.RefSeq.faa	Staphylococcus aureus M0052
1407053.3.RefSeq.faa	Brucella ceti TE28753-12
1388025.3.RefSeq.faa	Staphylococcus aureus M0056
1388024.3.RefSeq.faa	Staphylococcus aureus M0054
1388027.3.RefSeq.faa	Staphylococcus aureus M0058
1388026.3.RefSeq.faa	Staphylococcus aureus M0057
1388029.3.RefSeq.faa	Staphylococcus aureus M0062
1407059.3.RefSeq.faa	Pseudomonas aeruginosa PA38182
355276.3.RefSeq.faa	Leptospira borgpetersenii serovar Hardjo-bovis str. L550
355277.4.RefSeq.faa	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197
1333575.3.RefSeq.faa	Streptococcus agalactiae MC631
1333574.3.RefSeq.faa	Streptococcus agalactiae MC629
1333577.3.RefSeq.faa	Streptococcus agalactiae MC633
1333576.3.RefSeq.faa	Streptococcus agalactiae MC632
1333571.3.RefSeq.faa	Streptococcus agalactiae MC626
1333570.3.RefSeq.faa	Streptococcus agalactiae MC625
1333573.3.RefSeq.faa	Streptococcus agalactiae MC628
1333572.3.RefSeq.faa	Streptococcus agalactiae MC627
765103.3.RefSeq.faa	Propionibacterium acnes HL030PA1
1388666.3.RefSeq.faa	Staphylococcus aureus M0893
765101.3.RefSeq.faa	Propionibacterium acnes HL050PA2
1178526.3.RefSeq.faa	Streptococcus agalactiae GB00112
1333579.3.RefSeq.faa	Streptococcus agalactiae 112469214-isolate1
1333578.3.RefSeq.faa	Streptococcus agalactiae MC634
765105.8.RefSeq.faa	Propionibacterium acnes HL001PA1
765104.5.RefSeq.faa	Propionibacterium acnes HL030PA2
1214180.3.RefSeq.faa	Streptococcus suis 11538
1388205.3.RefSeq.faa	Staphylococcus aureus M0310
1214182.3.RefSeq.faa	Streptococcus suis 8074
1214183.3.RefSeq.faa	Streptococcus suis 14636
1214184.3.RefSeq.faa	Streptococcus suis 22083
1214185.3.RefSeq.faa	Streptococcus suis YS1
1412640.3.RefSeq.faa	Staphylococcus aureus F77960
1388204.3.RefSeq.faa	Staphylococcus aureus M0309
1214188.3.RefSeq.faa	Streptococcus suis YS14
1214189.3.RefSeq.faa	Streptococcus suis YS16
412614.8.RefSeq.faa	Vibrio cholerae 2740-80
1037411.3.RefSeq.faa	Lactobacillus johnsonii pf01
1388206.3.RefSeq.faa	Staphylococcus aureus M0313
675820.3.RefSeq.faa	Vibrio mimicus VM223
1388665.3.RefSeq.faa	Staphylococcus aureus M0891
1127356.4.RefSeq.faa	Escherichia coli 4_1_47FAA
1388753.5.RefSeq.faa	Campylobacter peloridis LMG 23910
1127354.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Newport str. #11-3
1127355.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Newport str. #11-2
1127353.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Newport str. #11-4
1158528.3.RefSeq.faa	Staphylococcus aureus M0375
857141.3.RefSeq.faa	Streptococcus mutans NFSM2
426117.7.RefSeq.faa	Methylobacterium sp. 4-46
265311.5.RefSeq.faa	Mesoplasma florum L1
1388202.3.RefSeq.faa	Staphylococcus aureus M0305
347256.5.RefSeq.faa	Mycoplasma hominis
1169350.3.RefSeq.faa	Citrobacter sp. KTE32
1169351.3.RefSeq.faa	Escherichia coli KTE33
1169352.3.RefSeq.faa	Escherichia coli KTE34
1169353.3.RefSeq.faa	Escherichia coli KTE36
999429.3.RefSeq.faa	Treponema denticola ATCC 33521
999428.3.RefSeq.faa	Treponema denticola ATCC 33520
1169356.3.RefSeq.faa	Escherichia coli KTE39
1169357.3.RefSeq.faa	Escherichia coli KTE40
1169358.3.RefSeq.faa	Escherichia coli KTE41
1169359.3.RefSeq.faa	Escherichia coli KTE42
999427.3.RefSeq.faa	Treponema denticola ASLM
1391489.3.RefSeq.faa	Enterococcus faecalis B345
1391488.3.RefSeq.faa	Enterococcus faecalis B338
999423.3.RefSeq.faa	Selenomonas sp. F0473
999422.3.RefSeq.faa	Prevotella maculosa OT 289
342108.9.RefSeq.faa	Magnetospirillum magneticum AMB-1
1219585.3.RefSeq.faa	Arcanobacterium sp. S3PF19
670.199.RefSeq.faa	Vibrio parahaemolyticus S174
1219581.3.RefSeq.faa	Actinomyces sp. S4-C9
1073386.3.RefSeq.faa	Bacteroides fragilis HMW 610
670.194.RefSeq.faa	Vibrio parahaemolyticus S168
1080067.3.RefSeq.faa	Citrobacter sp. S-77
992007.3.RefSeq.faa	Vibrio cholerae HC-62B1
1217633.3.RefSeq.faa	Acinetobacter baumannii NIPH 335
1217632.3.RefSeq.faa	Acinetobacter baumannii NIPH 329
1217631.3.RefSeq.faa	Acinetobacter baumannii NIPH 290
1217630.3.RefSeq.faa	Acinetobacter baumannii NIPH 201
1217637.3.RefSeq.faa	Acinetobacter baumannii NIPH 601
1217636.3.RefSeq.faa	Acinetobacter baumannii NIPH 528
1217635.3.RefSeq.faa	Acinetobacter baumannii NIPH 527
1217634.3.RefSeq.faa	Acinetobacter baumannii NIPH 410
1122979.3.RefSeq.faa	Prevotella amnii DSM 23384
1217639.3.RefSeq.faa	Acinetobacter baumannii NIPH 146
1217638.3.RefSeq.faa	Acinetobacter baumannii ANC 4097
857147.3.RefSeq.faa	Streptococcus mutans 11SSST2
1073382.3.RefSeq.faa	Aeromonas veronii AER39
1388142.3.RefSeq.faa	Staphylococcus aureus M0215
1112260.4.RefSeq.faa	Chlamydia psittaci 02DC24
240015.3.RefSeq.faa	Acidobacterium capsulatum ATCC 51196
1115810.3.RefSeq.faa	Streptococcus pyogenes UTSW-2
337330.6.RefSeq.faa	Lactobacillus plantarum subsp. plantarum
1085379.3.RefSeq.faa	Bacillus cereus VDM006
60481.13.RefSeq.faa	Shewanella sp. MR-7
60480.19.RefSeq.faa	Shewanella sp. MR-4
904319.3.RefSeq.faa	Staphylococcus epidermidis VCU037
904318.3.RefSeq.faa	Staphylococcus epidermidis VCU036
662945.3.RefSeq.faa	Mycoplasma genitalium M6320
760771.3.RefSeq.faa	Streptococcus pneumoniae GA13455
662947.3.RefSeq.faa	Mycoplasma genitalium M2288
1262449.5.RefSeq.faa	Clostridium pasteurianum DSM 525 = ATCC 6013
760881.3.RefSeq.faa	Streptococcus pneumoniae EU-NP05
904313.3.RefSeq.faa	Staphylococcus aureus subsp. aureus VCU006
760770.3.RefSeq.faa	Streptococcus pneumoniae GA13430
904315.3.RefSeq.faa	Staphylococcus epidermidis VCU013
904314.5.RefSeq.faa	Staphylococcus pettenkoferi VCU012
904317.3.RefSeq.faa	Staphylococcus epidermidis VCU028
904316.3.RefSeq.faa	Staphylococcus epidermidis VCU014
1116129.3.RefSeq.faa	Escherichia coli 201600.1
1116128.3.RefSeq.faa	Escherichia coli 2851500
857578.3.RefSeq.faa	Moraxella catarrhalis 46P47B1
857579.3.RefSeq.faa	Moraxella catarrhalis 103P14B1
857576.3.RefSeq.faa	Moraxella catarrhalis BC1
857577.3.RefSeq.faa	Moraxella catarrhalis 12P80B1
1116123.3.RefSeq.faa	Escherichia coli 2726950
857575.3.RefSeq.faa	Moraxella catarrhalis BC7
857572.3.RefSeq.faa	Moraxella catarrhalis 101P30B1
1116124.3.RefSeq.faa	Escherichia coli 2845350
1116127.3.RefSeq.faa	Escherichia coli 2848050
857571.5.RefSeq.faa	Moraxella catarrhalis O35E
1388406.3.RefSeq.faa	Staphylococcus aureus M0612
509193.4.RefSeq.faa	Thermoanaerobacter brockii subsp. finnii Ako-1
699218.3.RefSeq.faa	Megasphaera genomosp. type_1 str. 28L
405441.5.RefSeq.faa	Xylella fastidiosa M23
617121.3.RefSeq.faa	Streptococcus dysgalactiae subsp. equisimilis RE378
760767.3.RefSeq.faa	Streptococcus pneumoniae GA13224
1422758.3.RefSeq.faa	Staphylococcus aureus VET0679S
1122972.3.RefSeq.faa	Porphyromonas gulae DSM 15663
1005481.3.RefSeq.faa	Escherichia coli 93-001
1005480.3.RefSeq.faa	Escherichia coli FRIK1997
1005483.3.RefSeq.faa	Escherichia coli FRIK920
1005482.3.RefSeq.faa	Escherichia coli FRIK523
1005485.3.RefSeq.faa	Escherichia coli NE1487
1005484.3.RefSeq.faa	Escherichia coli NE037
1005487.3.RefSeq.faa	Escherichia coli PA2
1005486.3.RefSeq.faa	Escherichia coli NE098
1005489.3.RefSeq.faa	Escherichia coli PA4
1005488.3.RefSeq.faa	Escherichia coli PA3
644968.4.RefSeq.faa	Desulfovibrio sp. FW1012B
885382.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1010
885383.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1729
885380.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1558
885381.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1018
885386.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1457
885387.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. CDC_2010K_1747
562.2283.RefSeq.faa	Escherichia coli GSK2023
562.2284.RefSeq.faa	Escherichia coli GSK2024
671074.4.RefSeq.faa	Vibrio mimicus VM603
671076.4.RefSeq.faa	Vibrio mimicus VM573
1120979.4.RefSeq.faa	Alloscardovia omnicolens DSM 21503
1120978.3.RefSeq.faa	Allofustis seminis DSM 15817
749219.3.RefSeq.faa	Moraxella catarrhalis RH4
1005416.3.RefSeq.faa	Escherichia coli 97.0003
1134453.3.RefSeq.faa	Escherichia coli OK1114
1134455.3.RefSeq.faa	Klebsiella oxytoca 11492-1
1163722.3.RefSeq.faa	Bacillus cereus LCT-BC244
1134456.3.RefSeq.faa	Vibrio cholerae IEC224
666684.3.RefSeq.faa	Afipia sp. 1NLS2
1265684.3.RefSeq.faa	Streptococcus agalactiae SS1219
1317678.3.RefSeq.faa	Wolbachia pipientis wMelPop
1179780.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. 2010-1237
1265681.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Agona str. 26.F.98
1265680.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Agona str. 15.H.03
1121485.3.RefSeq.faa	Dysgonomonas capnocytophagoides DSM 22835
997895.4.RefSeq.faa	Clostridium bolteae 90B3
1215092.3.RefSeq.faa	Pseudomonas alcaligenes NBRC 14159
1238223.3.RefSeq.faa	Vibrio parahaemolyticus VPCR-2009
1238222.3.RefSeq.faa	Vibrio parahaemolyticus VPTS-2010
1238221.3.RefSeq.faa	Vibrio parahaemolyticus VPTS-2009
1238220.3.RefSeq.faa	Vibrio parahaemolyticus VPTS-2010_2
1422589.3.RefSeq.faa	Staphylococcus aureus VET0326R
1238224.3.RefSeq.faa	Vibrio parahaemolyticus VPCR-2010
1422587.3.RefSeq.faa	Staphylococcus aureus VET0323R
1422586.3.RefSeq.faa	Staphylococcus aureus VET0322R
1422585.3.RefSeq.faa	Staphylococcus aureus VET0320R
1422584.3.RefSeq.faa	Staphylococcus aureus VET0319R
1422583.3.RefSeq.faa	Staphylococcus aureus VET0318R
1422582.3.RefSeq.faa	Staphylococcus aureus VET0317R
1422581.3.RefSeq.faa	Staphylococcus aureus VET0316R
272556.10.RefSeq.faa	Aggregatibacter actinomycetemcomitans HK1651
996842.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2908
996843.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2933
996840.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2840
996841.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2897
996846.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2958
996847.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2959
996844.3.RefSeq.faa	Leptospira interrogans serovar Copenhageni str. Fiocruz LV2948
